full_text,sentiment,confidence,full_text_length
dapat d u n g u naturalisasi greg nwokolo pemain timnas indonesia susah kembang gara gara suporter,negative,49.04%,122
flashback tengah mucul isu federasi naturalisasi pemain brazil siap world cup u shin tae yong latih timnas tolak keras rencana shin tae yong panggil pemain milik darah indonesia,negative,84.75%,287
leo gaucho striker gacor brasil pemain naturalisasi timnas indonesia,neutral,99.34%,97
timnas indonesia naturalisasi pemain jepang jelas pssi,neutral,99.78%,72
ngapain sih up bukan pemain indonesia udah kalo pemain kuat timnas senior tidak naturalisasi,negative,99.39%,142
tolong bener debat org thai amp vietnam nganggap pemain turun timnas indonesia kontrak bayar comment naturalisasi tidak darah turun wkwkwk kalo sourcenya darimana blg media sono,negative,98.70%,252
prediksi line up timnas indonesia vs australia kualifikasi piala dunia pemain naturalisasi absen atur fifa,neutral,99.70%,118
deret pemain tolak naturalisasi timnas malaysia,neutral,99.74%,52
timnas indonesia pemain naturalisasi mas mas,neutral,63.11%,62
banyak pemain naturalisasi tim filipina pandang belah mata pemain naturalisasi filipina layak perhati lawan timnas indonesia,positive,93.84%,177
udah ya stop ngasih ekspektasi timnas indonesia piala aff negara belah udah full team pemain naturalisasi tetep tidak lolos grup,negative,99.64%,154
klub erick thohir siap rp miliar calon pemain naturalisasi timnas indonesia,neutral,99.69%,83
kalo timnas turkiye deutschland indonesia jawab deutschland wkwkwk pemain timnas indonesia ya gapapa main club deutschland naturalisasi pemain indo yakkk wkwkwk,negative,71.81%,233
bagus kelompok umur timnas senior kalo bagus indonesia juara aff tragedi pemain naturalisasi kalo fomo jangan bacot,negative,77.35%,196
aneh ngaku cinta timnas tutup mata realita sepak bola indonesia banding nuntut federasi fokus bina pemain muda kompetisi infrastruktur milih langgeng sistem naturalisasi,negative,99.30%,262
alas klasik tidak jangan standard kalah pemain naturalisasi pemain lokal indonesia timnas passing bagus senior pemain lokalmasuk skuad,positive,49.14%,196
indonesia pemain naturalisasi ya gitu gabisa rebut bola pass miss trus bener bener beda timnas thom haye dkk,positive,54.85%,119
sulit pemain naturalisasi timnas indonesia imbang vietnam naturalisasi pemain laos filipina timnas indonesia saing kancah asean,positive,82.12%,205
yowes ikulo rupane timnas indonesia pemain naturalisasi wkkwkwkwkw,negative,97.06%,72
timnas indonesia pemain naturalisasi,neutral,98.92%,42
gairah pemain bola indonesia tidak ubah karna banyak naturalisasi stagnan main ya tidak mikir masuk timnas generasi generasi ubah,negative,95.84%,223
prediksi susun pemain timnas indonesia lawan myanmar piala aff garuda muda naturalisasi,neutral,99.57%,98
naturalisasi,negative,62.37%,29
daftar nama pemain naturalisasi andal jordi sandy walsh jay idzes justin hubner,neutral,95.68%,135
naturalisasi kewarganegaraan kalo udah tidak kepake cabut gitu damai bangeet hidup ngambil nya belanda si jago world cup tuhh,positive,95.89%,160
suka istilah dar tidak eksekusi naturalisasi sungai tidak pnh keruk sungai ab wkt d pilpres kmrn mosok dh koar tidak lanjut program sblmny spt hny presiden dlm impi,negative,81.64%,266
dukung naturalisasi sungai tidak,neutral,51.67%,32
kek na m nonton deh om coz liat bener anti naturalisasi nyata tidak nonton timnas yes,negative,96.90%,135
bukan praturan emng tidak adaa pemain naturalisasi malaysia,negative,88.06%,78
gatau bang indonesia pssi target nya bukan juara afc piala target nya utama banyak pemain naturalisasi kasih kaya masyarakat indonesia puas tidak capai,positive,91.93%,249
gilir sepak bola rampas datang dalih naturalisasi tepok tangan,negative,98.48%,86
ya naturalisasi,negative,93.43%,19
kah kau dukung wakil presiden indonesia naturalisasi malaysia pleaseeeee,negative,99.19%,101
kluivert bilang garuda calling gantung sm menit main pemain naturalisasi menit main minim tetep panggil,negative,96.94%,162
emang pemain persib pantes masuk timnas bagus persib klok bnyk naturalisasi lbh muda bagus,positive,98.59%,137
bangga bener bijak instan naturalisasinaturalisasi org pemain mkn baikkl tim d naturalisasi mesti d banggain jugaknapa tidak sektor hidup bangsa d naturalisasi ketua pssi nya mkn presiden,positive,74.70%,254
alas baca postingan akun turki bahas turki naturalisasi markova baca repnya tidak salah bilang jga ntr milih salah markova vargas bawa nt gatau dh bener tidak wkwk,negative,82.22%,291
udah ambil pemain naturalisasi indo satupertaminan pertamini ganti ama petronas,neutral,95.26%,105
pantes naturalisasi melulu,negative,94.82%,30
ni orang norak banget sumpah berani ber opini liat gilir dibales ngepos foto memperjalas opini bukan cuman ngeliatin lu sombong jangan ngerayain indonesia kalo lolos pildun ya lu tidak dukung naturalisasi goblok,negative,99.79%,255
tidak contoh marteen paes abang sebutin bahasa indo naturalisasi dah banget indo kalo skrg mah pemain scouting mayoritas pemain naturalisasi negara eropa jga bare minimum bahasa negara sangkut,negative,90.15%,274
dikomentarin pdhal provisional ntr ubah stelah pemain naturalisasi beres proses match ubah,negative,95.14%,122
its also similar with ngapain pake lokal ngapain benahin liga ngapain benahin bina naturalisasi bagus kalo terus ahh think,positive,48.88%,147
tidak nerima fakta kalo negara tidak mainin pemain lokal klub lokal bisa naturalisasi wkwk,negative,99.67%,137
klok ambil pemain naturalisasi maen liga mending lokal kayak kambuaya duel kambuaya vs klok match dewa persib kambuaya dominasi,positive,85.37%,177
timnas perancis juata dunia brp persen tu naturalisasi ngeributin llokal naturalisasi,negative,96.57%,116
duit pajak bukan benahin fondasi liga nyari jalan instan naturalisasi nilai mahal pleasing jilat atas,negative,99.36%,154
gaslight patch released naturalisasi kaga normalisasi suwek wabah drone,negative,99.46%,93
darah indo ny era gelap naturalisasi greg beto gonzales tidak protes gada darah indo ny,negative,98.85%,142
oktober anda kakev naturalisasi kek tidak nonton timnas deh sesukaaa players ganteng bakat gila sih,negative,76.39%,193
pemain naturalisasi kalo main liga bagus main opini goblok,negative,99.65%,110
ban fifa campur tangan perintah federasi lu pikir politik tu perintah doang asbun bener proses naturalisasi bukan politik ganti latih bukan politik pilih stadion bukan politik,negative,99.12%,212
harap kualitas lokal fair to fair bumi langit pakai lokal gua jamin mentok round kualitas ny beda bro rakyat tidak nama budaya proses mrk mau hasil instan yauda ny ya naturalisasi,negative,86.60%,280
bro bro lu hidup negara mayoritas rakyat nya ken hasil instan ken rasain berat nya proses hasil omong kosong bro lu bilang hasil instan bgitu jalan satu naturalisasi,negative,98.25%,263
babak rice partey jorginho main sisi kiri tierney sisi kanan mati huni mas naturalisasi brazil,neutral,59.96%,141
daftar pemain panggil patrick kluivert ubah naturalisasi pemain rampung tiga nama emil audero joey pelupessy dean james,neutral,99.23%,164
naturalisasi klok maksud kasih sempat maen gitu,negative,88.21%,61
aman naturalisasi,negative,67.78%,48
orang pemain asli indonesia naturalisasi dah bentar timnas indonesia bawa nama pemain indo nya kaga contoh latih mau instan gaji gedek,negative,99.71%,183
ya isi bas naturalisasi wajar capai,negative,56.37%,67
pemain pilih kluivert pilih shin tae yong beda bagas tambah naturalisasi tinggal tunggu racikannyadi gbk vs aus bahrain,neutral,91.85%,146
daftar pemain panggil patrick kluivert ubah naturalisasi pemain rampung,neutral,99.60%,95
musim rumor santer ken fsktor ibunda untung baya bukti main liga ganti timnas shin tae yong gempur bek naturalisasi bgmn dg jaman patrick,positive,47.97%,273
naturalisasi mulu bina pemain muda liga wanita molorin ya zero hasil timnas,negative,92.64%,102
sepak bola doang itu naturalisasi kalah malaysia miris sih,negative,99.70%,98
this ekosistem lanjut kompetisi jenjang sayang ya ratu tisha kya power pssi tau banget bina kompetisi jenjang ym tidak sabar lihat nasib kompetisi sepakbola after ugalan naturalisasi,negative,66.05%,266
ya normal kalo tidak pemain persib standar pemain timnas ya pemain naturalisasi pemain lokal persib konsisten ya tidak ya tidak timnas lolos kualifikasi masuk wc,positive,86.11%,225
pemain naturalisasiverdonk patynama james,neutral,99.69%,49
pertamina ya su naturalisasi orang partai keluarga jabat pimpin cacat ya wajar bumn cacat,negative,99.79%,114
tidak malu lu ngomong anis naturalisasi coba lu tunjukkin bukti awas bacot anis nyebut taman temen hasil naturalisasi,negative,99.72%,151
naturalisasi min naturalisasi tidak panggil mah yakan,negative,99.40%,90
layak posisi beckam saingannyadia muda berkembangmungkin depa layak sempat klok habis diposisinyaada haye marselino jenar inti pemain peesib potensial posisi kalah sm pmn naturalisasi,negative,68.75%,254
tidak aneh sebenernya faktor ya karna wni naturalisasi emang steal the spot banget wajar karna jago pemain liga panggil even main under perform tidak ngaruh tim juara peringkat,positive,98.06%,275
ampe tau los dol mendung tanpo udan rungkad suruh naturalisasi,negative,97.01%,74
bek intelligence striker skill shoot mumpuni gempur naturalisasi bek diaspora rr baik,positive,96.13%,143
udah stop naturalisasi anjir gin udah,negative,98.02%,55
happy liat timnas terbang gandrung masyarakat ndak anti naturalisasi anti naturalisasi tidak imbang sadar benah kait kualitas liga bina kali ah,negative,57.46%,264
iya gua emang club belanda warga negara belanda gua turun indonesia mama indonesia naturalisasi gua wni kuat timnas indonesia,positive,68.12%,193
mau sih kmrin dukung naturalisasiskrng ken main jago liga peler,negative,53.97%,85
konkrit anies ahok resin banjir ahok lakuin normalisasi anies bkin naturalisasi ruang limpah sungai anies masuk selokan kritik keras jga susah kalo otak gabisa bagi jdinya generalisir mulu,negative,97.67%,238
naturalisasi kak,neutral,81.02%,34
tidak pemain naturalisasi merah putih merah putih silsilah keturuan hak milih bela negara baik timnas,negative,57.31%,176
eh baca kalo gasalah gbs tidak sih jatah pemain naturalisasi tim max doang bknnya dah vargas gbs gatau ya benernya gmn,negative,69.78%,186
kalo tidak pro naturalisasi masuk akal bangga full indo tidak bagus pemaen belanda,positive,78.45%,136
bonus foto senyum manis mantan calon pemain naturalisasi malaysia mats deijl,neutral,88.70%,76
nunggu cie onana naturalisasi king indo,neutral,91.63%,42
nahhh bner nyari instan penting ksengan si tidak ya pemain naturalisasi tidak nerima duit kasi bangt fans sepak bola indonesia,negative,99.59%,199
hahahhadalem hati cepetan dah pildun biar gendong sm naturalisasi,negative,66.54%,76
statement nya rada mancing bener jugaa fifa matchday nambah naturalisasi muluu wkwkwk,negative,64.07%,97
timnas belanda kw pemain naturalisasi kelas messi indonesia tidak lolos pildun rik,negative,99.55%,112
ya gimana slotnya habis naturalisasi,negative,96.00%,44
shin tae yong pake pemain naturalisasi gimana,negative,79.82%,55
pramono lanjut bijak anies naturalisasi sungai sumur resap salur air,neutral,99.67%,97
menteri hukum kemenkum ambil sumpah pemain sepak bola naturalisasi roma italia besok senin pemain naturalisasi ambil sumpah warga negara indonesia wni dean ruben james joey mathijs,neutral,99.45%,264
tidak negatif sy kalo anda kalo tidak ya gpp tinggal bukti pk masuk lsg masuk pemain lokal kes jatah lokal abroad naturalisasi udah wni ktp,negative,95.14%,266
mendukung timnas indonesia banyak pemain naturalisasi mendukung timnas australia,negative,92.51%,109
bukan ultras seblak marah bang busa el podkes marah udah susah susah naturalisasi tidak panggil,negative,99.73%,117
coba ciro diurusin naturalisasi ya wkwk,negative,84.81%,54
alas pemain dg mute play minim pemain posisi masuk timnas naturalisasi abroad ferrari stok cb walsh verdonk diks cb,negative,43.58%,196
tidak bangga bukan anak bangsa asli tim naturalisasi bukan timnas klu tidak pakai negara nya,negative,99.43%,132
ya dibenerin ekosistem sepakbola nya bukan ngurusin naturalisasi pemain fifa match day gimana sih kerja pssi ngurusin timnas kaga ngurusin sepakbola,negative,99.55%,211
menteri hukum pasti proses sumpah naturalisasi pemain sepakbola roma,neutral,99.76%,89
indo inggris kaya lahir thai bukan naturalisasi pilih kewarganegaraan,negative,84.59%,98
hah gimana gimana iya tau ribut timnas persib timnas fokus bursa transfer pemain naturalisasi ya tidak pake argumen bodoh ngomong ngomong mari tebak usia admin pique amp puyol main barca,negative,89.78%,280
naturalisasi presiden orang wkwk,negative,99.59%,51
guna kompetisi lokal gulir kalo timna isi naturalisasi reply udah dijelasin tidak faham kah,negative,99.20%,132
udah tau ekosistem sepakbola indo bagus pede banget nolak naturalisasi turun kayak elo wni dulunya kalo indonesia another universe dual passport elu tolak lucu sih,positive,56.26%,235
tri hukum pasti proses sumpah naturalisasi pemain sepakbola roma,neutral,99.76%,88
lihat dah enak dng pemain bola naturalisasi politis naturalisasi,positive,92.20%,96
pemain naturalisasi ambil sumpah wni maret kuat timnas lawan australia,neutral,99.72%,83
tidak calling calling tidak main netizen ngamuk skrg dewa naturalisasi,negative,99.76%,125
contoh dewa naturalisasi jatuh asli lokal,negative,99.10%,73
proses naturalisasi bang jabat tangan ketua kpk,neutral,77.03%,64
pemain hindia belanda kah omon omon suppertololondo ireng mngenai fungsi liga tidak suppertololondo ireng suka naturalisasi drpd mendukung saudara pribumi nya dlu bnyk turun londo ireng ya liar kah,negative,86.51%,265
ambil sumpah naturalisasi pemain sepak bola roma laksana,neutral,99.70%,80
erick thohir pssi kejar proses naturalisasi pemain timnas indonesia proses sumpah wni pssi langsung daftar tiga pemain fifa,neutral,99.27%,207
nanggung rick elu ajar mulyono gmn utak atik messi naturalisasi akibat ngeloco dg orang sunda,negative,98.32%,116
emang bule naturalisasi bukan indo,negative,99.46%,52
orang bom kelar proses naturalisasi kalo ya uda kelar nathan coret,negative,96.13%,109
iwan bule naturalisasi bukan bule nya gocek yuasa stand up bolahraga league season kena gocek ngakak bareng ysubl season pantau updatenya ya,positive,55.47%,214
wajar erick thohir doyan naturalisasi majuin timnas cos benerin liga benerin bina klub ya susah langsung ajak lari klub tidak duit kayak erick thohir milih bagusin timnas pake naturalisasi timnas bagus sponsor masuk,negative,81.89%,276
lanjut full naturalisasi,positive,77.25%,27
david da silva wis ning indo durung mbah otw naturalisasi,negative,94.62%,63
menteri hukum kemenkum ambil sumpah pemain sepak bola naturalisasi roma italia besok senin,neutral,99.73%,133
tinggal indo kayak gin maju tidak pake naturalisasi,negative,99.27%,93
indonesia phk jepang kurang tenaga kerja naturalisasi warga jepang kali yaa,negative,98.39%,96
bukan pemain naturalisasi jarang main klub,negative,74.79%,54
prediksi line up tambah pemain naturalisasi sumpah besok paesemil ridho hilgers idzes diks haye pelupessy verdonk egy ole romeny ragnar dean james marcelino jenner sananta arhan septian masuk babak,neutral,99.04%,236
gabisa baca yha koq gasuka naturalisasi yha kesan,negative,92.94%,62
lolos pildun ngisi starting eleven cadang gara gara pemain naturalisasi,negative,73.76%,129
gada emil dean jp naturalisasi,negative,97.85%,48
el nunduk el grasak grusuk kek nathan cuman satu lokal satu naturalisasi,negative,83.85%,86
iya pemain naturalisasi rencana besok sumpah kewarganegaraan udah konfirmasi erick thohir nyusul squad emil kena coret,negative,67.69%,178
pk masuk lsg gimana pemain lokal gimana naturalisasi aneh parameter bukan kualitas diversity pusing,negative,99.54%,145
salah sblm naturalisasi periode nama egy maulana vikrie asnawi mangkualam witan sulaeman pratama arhan marselino ferdinand tidak masuk skuad timnas mampu duluan maen luar,negative,89.29%,279
waahh salah blgnya naturalisasi upaya naik kelaslevel pemain lokal bhs politis bgtu udahlah salah bos bkn olahraga bahasa gtuserius,negative,99.05%,194
sampe pemain naturalisasi rubah nama ina,negative,88.65%,61
gilir lokal fitnah ordal gilir pemain naturalisasi lu dewa dewain gws deh,negative,99.67%,85
tri hukum pasti proses sumpah naturalisasi pemain sepakbola roma lengkap,neutral,99.63%,101
daftar pemain timnas indonesia hadap australia bahrain calon pemain naturalisasi masuk waiting list,neutral,99.73%,123
pribadi tidak timnas isi pemain naturalisasi timnas pemain lokal alas transfer ilmu,positive,98.44%,193
dah naturalisasi dah banyak,negative,96.60%,37
pemain naturalisasi masuk kalo masuk total ya,neutral,52.15%,80
konsep nya pemain naturalisasi jam terbang klub gaada tetep panggil ya,positive,88.99%,94
bener etam layak saing tim utama na luhur rada beurat kudu aya value proyek naturalisasi ieu jalan emang rada hese oge saing na suka tidak suka peran pemain asing persib ngagendong sentimen sentimen teuing,negative,97.04%,265
tim menteri hukum pimpin sekjen komjen nico afinta ambil sumpah pemain naturalisasi dubes indonesia roma italia senin pemain dean james emil audero joey pelupessy dokumen,neutral,98.92%,228
naturalisasi kualitas kevin diks sandy walsh lawan australia kuat fisik strategi tahan kunci pemain jordi rizky ridho calvin verdonk tulang punggung pemain muda marselino,positive,73.27%,260
jay idzes gelandang tahan solid cocok putus serang australia sandy walsh pemain naturalisasi stamina atur tempo,positive,95.33%,155
kalo tidak naturalisasi tidak fase wkwwk,negative,97.31%,53
nathan tjoe a on bek andal opsi tambah justin hubner pemain naturalisasi muda fisik kuat potensi gelandang midfielder pratama arhan gelandang kiri umpan akurat senjata serang,neutral,64.29%,232
shayne pattynama bek kiri agresif cocok tutup sisi sayap calvin verdonk pemain naturalisasi mampu teknis andal sisi kiri marselino ferdinan bek muda bakat asah duel fisik,positive,86.46%,233
septian satria bagaskara bek solid konsistensi lawan striker fisik australia kevin diks pemain naturalisasi alam eropa kualitas duel lawan,positive,82.85%,197
gantung pemain kalo lokal cadang hujat kalo naturalisasi cadang ya kaya situ,negative,63.06%,108
debatable kalo mah pilih pemain cocok cocok strategi latih miss naturalisasi naturalisasi pemain darah indonesia mah manggil orang indonesia pulang common negara mana,negative,75.94%,267
emang omong naturalisasi panggil plus pemain kemaren dinner bareng pk panggil plus cuman nambahin liga plus si septian sisa nya ya format pemain shin tae yong liat taktik nya lawan aussie sih kek nya bek,negative,81.89%,278
pemain naturalisasi npwp kena pajak tidak yah,neutral,87.33%,69
tri hukum pasti proses sumpah naturalisasi pemain sepakbola roma kemenkum jabar asep sutandar,neutral,99.76%,117
lu naturalisasi lu aman pattynama minim tanding nathan gapernah main swansea agustus hadeuhhh,negative,78.34%,115
timnas naturalisasi dikit banget anak negeri kocak,negative,56.25%,64
bang harap baik proses naturalisasi butuh duit baggott lepas privilege gamungkin tidak dikomunikasiin latih pemain federasi,negative,78.59%,233
pemain pemain urus naturalisasi nya beres pemain coret masuk dsp pemain pemain coret tanding,neutral,72.73%,150
pemain emil audero joey pelupessy dean james tunggu proses naturalisasi nya rampung pssi,neutral,99.43%,106
erick tohir upload garuda calling nunggu naturalisasi tambah,neutral,99.61%,89
i would like to say goodbye indonesia from world cup qualifiers kecuali nama naturalisasi ganti pemain titip tua tidak main,negative,48.37%,152
provisional karna nunggu naturalisasi,negative,99.35%,47
garuda calling provisionalsementara capt ig nya timnas info nunggu proses naturalisasi pemain emil dean joey deadlinenya besok tgl jga besok ambil sumpah wni italy,neutral,83.97%,200
usul naturalisasi versi timbang,neutral,99.40%,59
yutuber nama dedy mulyadi kobuzzer,neutral,99.58%,49
emil audero palermo fcitalia joey pelupessy lommelbelgia dean james go ahead eaglesbelanda masuk daftar proses naturalisasi selesai tenggat daftar fifa h laga kamis daftar telat kevin diks,neutral,98.28%,257
garuda calling nama nama resmi panggil patrick kluivert squad timnas indonesia pemain emil audero joey pelupessy dean james tunggu proses naturalisasi nya rampung pssi,neutral,99.13%,205
provisional squad bisajadi kalo pemain naturalisasi masuk coret,neutral,84.12%,87
unik ya pake provisional squad pemain panggil timnas kisar pemain coret provisional tambah punggawa jalan naturalisasi emil joey dean kalo iya coret,negative,81.28%,257
lumayan konten yutub dedy mulyadi kobuzer,neutral,81.08%,46
naturalisasi kemaren orang available vs australia ya,neutral,97.13%,75
loh naturalisasi tidak masukk,negative,98.73%,39
naturalisasi bom ya,negative,85.23%,21
erick thohir naturalisasi bukan program individu,neutral,99.31%,48
konten doi mustinya panggil komen tidak setuju better naturalisasi cetak gol cetak gol main bagus hmmm hmmm,negative,98.26%,210
dibanggain sih main naturalisasi bangga pemain bangsa asli indinesia br ksh jempol ngomong kpn mundur bumn jgn lahap bkn ape banyak ntr perutnye takut ledak,negative,98.28%,239
pemain naturalisasi putus meni wanita cantik indonesia nomor mantan striker persija jakarta,neutral,99.76%,106
gagas briliant naturalisasi sungai sumur resap jalan raya,neutral,67.21%,72
naturalisasi main liga mfl dngn pemain waris la bodoh konsep naturalisasi fifa player dh main dlm negara waris tu ko layak dpt passport negara sbb tali darah pergi ajar english comprehension la cilake,negative,97.04%,257
indonesia naturalisasi tunggu umum beda rumor besok naturalisasi letak tidak displinnya indonesia orang benar,negative,98.98%,197
putus kejut pasal fam gencar program naturalisasi kuat daya saing tim harimau malaya,neutral,89.10%,139
euforia timnas naturalisasi ya fokus baik liga,negative,46.68%,86
capai gaung sepak bola oke menang malaysia menang naturalisasi tidak to lihat malaysia jaya dunia internasional banding indonesia,positive,97.91%,208
percaya dah pemain kebut naturalisasi kejar prediksi gua,positive,72.07%,79
yah naturalisasi rodrygo singh kakek nenek lahir banglasia,neutral,64.57%,88
pnjjhny naturalisasi,neutral,55.41%,41
sy tidak bangga timnas zero naturalisasi,negative,97.80%,62
mesti naturalisasi,negative,85.78%,47
loh loh ni pakcik pulak pusing ferdy tolak naturalisasi alas pny darah malay kah pdhl pny,negative,99.56%,148
komika samar presenter berita bangun mikir pola messi naturalisasi dh gtu az,negative,97.81%,150
bangga naturalisasi pemain timnas gabisa bahasa negara udah aneh,negative,98.23%,90
tidak suka erik pssi maksain gbk cenderung politisasi jis jis lbh gbk disuspended politik suka erik gercep naturalisasi naturalisasi pssi nothing,negative,97.14%,209
kualitas manusia indonesia ahmad dhani usul pemain naturalisasi timnas jodoh wanita indonesia sus cermin isi kepala sumber,neutral,81.02%,161
hetifah dukung penuh emil audero joey pelupessy dean james rapat naturalisasi dpr,neutral,99.61%,93
dri jaman jordi ama sandy walsh d naturalisasi wkwk,negative,84.82%,60
saran sih pemain naturalisasi tidak igi perform klub ny solusi cari pemain igi konsisten bagus main liga kmrn sklinya main ingsng gacor main cedera krna robek alis lupa nama wkwk,negative,69.76%,288
saran sih pemain naturalisasi tidak lgi perform banget klub ny solusi nya cari pemain g lgi konsisten bagus main liga kmrn sklinya main lngsng gacor main to cedera krna robek alis,negative,76.88%,291
tidak sih tidak suka program naturalisasi anggap hambat lahan sepakbola dasar pikir kolot,negative,98.25%,178
alahpemain naturalisasi lu banggainini contoh jabat negara percaya mampu rakyat sendirisaking tidak percaya mampu rakyat negara bbm naturalisasi alias campur,negative,92.87%,243
udah ken nya naturalisasi dasar ras mantap,positive,97.00%,101
naturalisasi lancar bumn kolaps,negative,72.93%,31
naturalisasi warga tidak sih kirim negeriperbanyak sdm ahlak,negative,96.04%,97
pemain bola konoha naturalisasi kabinet konoha naturalisasi,neutral,98.13%,75
wan sumur cari sibuk masuk kampus so ilmiah teori murah klas pecun asline naturalisasi sumur jebak jalan banjir jkt farah fakta nyagub ggl lepehkan partai,negative,99.67%,184
gimana ganti pemain naturalisasi,negative,98.42%,40
naturalisasi towel bro indo ikhlas lahir batin timbang capekcari pemain zonk,negative,99.69%,115
naturalisasi jalur jdt,neutral,98.68%,28
eh tidak aktif kaget naturalisasi timnas,negative,98.98%,66
timnas indon gendong pemain naturalisasi lokal mah ampas,negative,65.28%,64
naturalisasi pemain,negative,63.12%,24
ken naturalisasi government klas eropa gtu lokal gtu ya tidak,negative,96.53%,120
ajak nikah sim itung naturalisasi jalur nikah,neutral,98.56%,50
mrk nasionalisme dasar dollar mrk terima si erick thohir tidak pake dolar mrk naturalisasi,negative,98.45%,105
pemain inti naturalisasi believe me nothing to proud of sebenernya bawa bawa prancis lahir prancis lahir akademi prancis tiga youre sucked,negative,70.55%,235
gaada timnas prancis lahir prancis lahir akademi prancis naturalisasi cilukba tbtb timnas tidak ningkatin lokal nyalahin kualitas lokal pssi disalahinnya lemah sdm bola,negative,98.78%,271
naturalisasi nasionalisme drpd lu asli orang indo,negative,88.17%,84
adies kadir pssi melulu andal naturalisasi fokus latih talenta muda indonesia,neutral,99.39%,95
shin tae yong gambar naturalisasi kn tambal kurang pemain kontribusi klub timnas msih bsa kasih kontribusi anomali pemain contoh arhan marselino,negative,76.24%,285
setuju tidak setuju kluivert tim manggil pemain timnas trlalu fokus menit main klub pola gtu ya panggil smua liga menit main sdngkn program naturalisasi trjdi tutup ketidakmampuan fisikiq sepakbola liga,negative,96.29%,290
output demo bukan rusuh poin damai apa demo mahasiswa susup demo rusuh susup parcok biar intel nangkap orang upssssssssssss diskusi pemain naturalisasi dibiarin rusuh ama parcok,negative,98.87%,274
ide ahmad dhani kmrin kaya liat twit amirul naturalisasi pemain bola,neutral,98.58%,83
so naturalisasi pemain main mfl pemain waris,neutral,85.42%,69
fam henti program naturalisasi admin,neutral,79.96%,63
konoha banggain naturalisasi mulu malaysia udah maju konoha,negative,98.97%,82
proyek revolusi besar sampe naturalisasi pemain jir,negative,97.83%,94
gimana naturalisasi orang dikibulin mulu fufufafa talent,negative,99.52%,65
pemain naturalisasi beda diaspora,neutral,57.73%,40
naturalisasi tidak,negative,78.02%,27
bilang si otak selangkang mending bini kawinin pemain naturalisasi anak kawinin pikir prostitusi kah maen kawinin kawinin makhluk gada otak kasih mic ya hasil,negative,99.36%,230
kanga gampang naturalisasi tidak dukungan politik naturalisasi timnas dukung ri selancar,negative,87.99%,135
dukungan perintah fam henti program naturalisasi pemain timnas malaysia,neutral,90.57%,91
klpun menang ya wajar pemain naturalisasi menang semu imitasi pemain bola isi pemain naturalisasi sy kasihan dg pemain lokal,negative,99.61%,177
sepak bola indonesia butuh strategi jangka bukan solusi tambal sulam bina pemain lokal naturalisasi langkah fondasi kuat,neutral,43.75%,192
jdt tidak ragu rekrut bas pemain asing tidak tutup kalo perform depan stay malaysia mudah naturalisasi,positive,96.80%,218
curiga ni hubung special kah,negative,98.58%,45
explore planet urus orang kaya sadar bumi rusak pindah bumi udah tidak inget orang kaya pegi miskin tidak d ajak,negative,98.74%,246
naturalisasi sacm serampang minder ama hasil naturalisasi indo,negative,99.32%,98
tri bella sukan hannah yeoh henti program naturalisasi warga malaydesh lemah syawatimpoten nak cari pemain turun susah gt naturalisasi liga mfl sahaja,negative,87.08%,211
tidak benefitnya invest indonesia tidak janji paksa naturalisasi tkdn wkwkwk,negative,99.60%,110
struick cuaon shayne direplace pemain localnaturalisasi oke,neutral,72.90%,85
kayak nya mah kepalang malu stop wkwk kemarin proses naturalisasi orang eh mana,negative,99.78%,141
komen ig pemain lokal reguler naturalisasi tidak menit main,negative,90.54%,150
malaysia kena scam calon pemain naturalisasi nya kena scam lini sendi hidup,negative,99.39%,108
naturalisasi pemain cm kursi wkwk,negative,86.87%,49
malaysia ketat atur naturalisasi dampak rencana tim nasional,neutral,99.38%,96
resmi pssi malaysia henti program naturalisasi pemain tim nasional malaysia tidak restu perintah perintah malaysia tekan naturalisasi wenang menteri negeri ikut,neutral,93.37%,264
merdeka sepenuh hil kuasa diselenggaraken tjara amatir coba naturalisasipinjam turun jajah dhani dewan usul program kawin silang bibit unggul pemain bola mbayar pace mahal yak,negative,95.86%,238
nathan naturalisasi follower ignya juta lumayan topang jual jersey tiket,neutral,85.02%,94
italia naturalisasi santiago castro untung inter hasil datang musim panas,neutral,92.56%,132
pramono sebab sodet ciliwung optimal cegah banjir jakarta solusi naturalisasi,neutral,99.47%,103
rapat komisi x pssi kemenpora dhani ngasih ide nyeleneh pemain bola duda umur dapet naturalisasi nikah cewek indonesia biar anak jago main bola nyinggung nyinggung poligami pemain muslim,negative,89.45%,256
cuman menang desain jersey sepakbola pemain naturalisasi timnas futsal dik malay sisa bubar,negative,95.64%,113
calon pemain naturalisasi jalan proses nya,neutral,92.28%,114
tgl atas fokus naturalisasi,negative,50.65%,34
rame rame pemain naturalisasi roots buyut indonesia harap pemain wni nemu fm other nationalities indonesia pemain,neutral,52.94%,229
pemain kemarin naturalisasi tetep diumumin kah selesai proses,negative,89.99%,79
panggil dia naturalisasi main klub musim latih doang klub main inti minggu x bri liga,negative,81.95%,164
malaysia gamau naturalisasi dalot ama onana,negative,57.23%,43
akibat kali naturalisasi,negative,94.33%,43
malaysia tidak kenal naturalisasi darah malaysia kurleb beri warga negara gitu,negative,90.95%,115
kayak malon cuman ngandelin lokal naturalisasi pemain tua,negative,99.20%,76
