full_text,sentiment,confidence
malaysia gamau naturalisasi dalot ama onana,negative,57.23%
ini akibat sudah tahun kali di naturalisasi,negative,94.33%
betul cuma di malaysia tidak mengenal naturalisasi selama ada darah malaysia kurleb pemberian warga negara gitu lah,negative,90.95%
kayaknya malon cuman bisa ngandelin lokalan sama naturalisasi pemain tua ini,negative,99.20%
bahwa syarat dan regulasi terkait naturalisasi pemain berada di bawah yurisdiksi kementerian dalam negeri kemendagri malaysia dan tunduk pada hukum serta kebijakan yang berlaku yaitu wajib bermain lima tahun berturut pada kompetisi dibawah naungan fam,neutral,92.61%
pecinta sepakbola malaysia harus menunda niat mereka melihat pemain naturalisasi bermain untuk harimau malaya pasalnya rencana naturalisasi pemain tersebut mendapat halangan dari pemerintah dan parlemen setempat kemenpora malaysia menyatakan,neutral,93.93%
agnez mo diduga sindir ahmad dhani soal naturalisasi pemain perempuan bukan komoditas,neutral,99.30%
indonesia udah muak bahkan bosan dengan naturalisasi mereka masih berkutat dengan pemain itu saja itu pun tak dapat,negative,99.68%
penanggulangan banjir ini yang harusnya jadi evaluasi dan urgensi pemerintah minimal punya ahli bidang kajian perkotaan ditiap kecamatan untuk pembenahan ke pusat dan pusat pun harus cepat tanggap bukan malah nyuruh naturalisasi timnas nikah ama cewe indo bjir,negative,63.89%
aah i see kalo tidak salah jonathan mau naturalisasi dan wamil kirain sama gitu,negative,94.18%
kalau boleh sekali kali ambil dari sipil atau naturalisasi dari luar,neutral,99.05%
netizen nya butuh di naturalisasi jga bg kek ya agar sama sama waras,negative,94.73%
eh engkau ni pun dah taraf tiada integriti main petik je tajuk itu untuk naturalisasi pemain impoliga m la lahanat,negative,78.33%
naturalisasi pemain timnas ini jadi bukti yang udah berlalu ya udahlah ya bagus juga sih sampe kapan mau nyimpan dendam wong kita tidak ngerasain kok,positive,90.70%
komisi nasional anti kekerasan terhadap perempuan komnas perempuan mengecam pernyataan ahmad dhani ad terkait naturalisasi pemain bola anggota dpr ri itu dianggap seksis karena melecehkan perempuan merendahkan martabat indonesia dan juga bersifat rasis,negative,88.87%
towel ada keturunan malaysia plisss naturalisasi si towel ajaaa,positive,58.70%
diumumin setelah sumpah orang naturalisasi itu,negative,95.45%
makanya jangan mau di naturalisasi banh kontol kena rujaklah sama manusia sumbu pendek di indonesia,negative,99.71%
balik ke halaman satu halunya ini bro kita di indonesia dah gumoh sama berita naturalisasi dia seekor pun tak dapat,negative,98.29%
ferdy druijf pemain yang terhubung dengan warisan malaysia seperti yang dilaporkan jurnalis astro arena zulhelmi zainal azam telah menyelesaikan proses dokumentasi naturalisasi membantah rumor tersebut,neutral,99.18%
usulan ahmad dani yang menikahkan pemain bola eropa diatas usia tahunorang eropa dengan perempuan indonesia biar ngehasilin pemain bola bagus sama kaya yang pernah omongin waktu ngekritik kebijakan naturalisasi,neutral,42.30%
info a dari saya timnas indonesia tidak akan lolos pildun walaupun and di naturalisasi pasti tidak akan bisa,negative,87.43%
kalondr wawancara et nathanudah pasti posisi nya di mid jadichance kepanggilnya gede bwt backup jenner dan pemain naturalisasi baru itu,positive,91.52%
saya kalo debat dengan netizen tetangga yang nyinyir pemain timnas didalamn nama pemain ada marga dari suku di idn jadi identitas keindonesianya pemain naturalisasi belum hilang jika dpr tidak mengakui marga pemain timnas bagian dari indo itu bahaya,negative,99.26%
malaysia ini emang dasarnya tukang claim ya soal naturalisasi saja pake claim dulu,negative,93.69%
tetangga kena gocek pemain naturalisasi terus tidak mau coba ke gocek beli pertamax dapet oplosan,negative,94.92%
si towel ada darah malaysia itu cik atuh di naturalisasi buruan,negative,97.90%
posisi mereka juga beda sih emang tjoe a on bisa saja ditaruh jadi backup lcb tetapi berhubung dia jarang dpt jam terbang alangkah lebih baik pemain naturalisasi yang terbaru wajib dicoba,positive,96.91%
udah paling bener nyanyi ngangengong ajaaaa ini bunyi usulan ahmad dhani soal naturalisasi pssi yang dikecam komnas perempuan,neutral,64.07%
lah gimana sih katanya lagi proses naturalisasi,negative,98.44%
bapa kau ketar ketir malay naturalisasi bangla,negative,99.50%
pemain naturalisasi yang putuskan menikah dengan wanita cantik indonesia nomor eks striker persija jakarta,neutral,99.76%
lalek nadeo dipasang saat match penting podo karo bundir seng masang karena ada paes karo sopo iku seng proses naturalisasi tekok itali,negative,93.90%
pemain naturalisasi yang putuskan menikah dengan wanita cantik indonesia nomor eks striker persija jakarta,neutral,99.76%
di tiktok ada influencer emak beranak bangga pamerin anaknya yang cakep karena blasteran hasil nikah x dengan bule yang berbeda itu curiga dia mau naturalisasi anaknya jadi pemain bola,negative,47.76%
segera realease atau nunggu rampung naturalisasi,neutral,97.85%
rully nere menanti strategi patrick kluivert dengan kehadiran pelatih asal belanda semestinya komunikasi untuk membangun tim akan jauh lebih mudah karena faktor beberapa pemain naturalisasi memiliki darah belanda,positive,80.55%
kau jurnalist tetapi tidak bisa kasih kepastian informasi memalukan yussa nugraha dia bukan jurnalist namun hanya youtuber tetapi yussa bisa bertemu dengan semua player sebelum di naturalisasi amp bisa mendapat informasi yang benar dari sumbernya langsung,negative,59.16%
cuma menit bermain di klub tetapi saat dipasang di timnas tidak pernah ngelakuin blunder konyol berakibat timnas kebobolan kek pemain naturalisasi seperti mees jordi shayne sedikit contoh,negative,99.25%
ada rapat tikus dan kucing di istana di pimpin oleh kucing yang sudah di naturalisasi ke gen tikus semoga singa tau dengan rapat kucing naturalisasi dan tikus tikus putih sipit itu agar singa bisa menegur kucing naturalisasi tsbt,negative,84.79%
yahh tidak ada saingan lagi kita pemerintah malaysia juga memerintahkan stop naturalisasi,negative,91.83%
lagian mana mgkn statement syaikh adp dangkal di rapat resmi begitu orang kureng bisanya cuman ngetawain padahal itutuh sindirian buat qingming kalo mau naturalisasi sana naturalisasi yang cipit,negative,99.55%
joey pelupessy gelandang bertahan berusia tahun yang tengah menjalani proses naturalisasi semakin dekat untuk memperkuat timnas indonesia,neutral,98.26%
berapa kali entah nak kena clarify pasal penipuan sumber berita naturalisasi ni bosan,negative,98.61%
naturalisasi pemain bahrain saja yang berumur tahun itu lebih baik ganggu ketentraman secara terang terangan dari pada ngaku ngaku sudah tidak punya malu lagi negara sebelah itu,negative,99.56%
calon pemain naturalisasi harimau malaya itu berkata sebuah akaun instagram telah mengada adakan cerita bahawa dia memiliki pertalian darah dengan malaysia,neutral,88.37%
yang asli produk lokal tidak digembar gemborkan kanda yang naturalisasi biasanya dipamer biar iklan banyak masuk wkwkwkwk,negative,90.36%
ahmad dhani punya usulan soal naturalisasi pemain bola untuk timnas indonesia ia menyarankan naturalisasi untuk pesepakbola berusia tahun ke atas lalu menjodohkannya dengan wni ia bahkan menyebut ide ini bisa masuk anggaran gimana menurut kalian,neutral,73.04%
joey pelupessy mengungkapkan upaya besar yang telah ia lakukan demi menuntaskan proses naturalisasi agar bisa memperkuat timnas indonesia dalam laga kualifikasi piala dunia,neutral,96.95%
joey pelupessy mengungkapkan upaya besar yang telah ia lakukan demi menuntaskan proses naturalisasi agar bisa memperkuat timnas indonesia dalam laga kualifikasi piala dunia,neutral,96.95%
joey pelupessy mengungkapkan upaya besar yang telah ia lakukan demi menuntaskan proses naturalisasi agar bisa memperkuat timnas indonesia dalam laga kualifikasi piala dunia,neutral,96.95%
malaydesh terlalu banyak cakap dari tahun lepas pastu takde bukti indonesia senyap senyap tiba banyak pemain naturalisasi membela timnas indonesia,negative,96.83%
ahmad dhani bisa juga kita naturalisasi pemain bola yang usianya di atas lalu kita jodohkan dengan perempuan indonesia hasilnya,positive,49.86%
terbaiklah kawann soalnya negara lu mau naturalisasi tetapi gada yang mau jadi warga negara lu padahal negara lu tidak korup banget kaya sini ya hahaha,positive,95.86%
komisi xii dpr memenga luarrr binasa pemikirannyakemaren juga ada naturalisasi pemain bola usia th buat di kawini sama perempuan indonesiaitu orang pemikiran selangkangan saja pada bulan puasadpr memang luar binasa,negative,99.35%
pemain kek gini kamu suruh masuk timnas ga dipanggil saja langsung nyindir di story tidak jauh beda juga anda sama pengemis elkan awkwkkwkwkwk stok naturalisasi banyak boys di lokal pun juga ngapain berharap sama pemain kek gini mas rio,negative,99.35%
anggota komisi x dpr ri ahmad dhani mengusulkan pssi agar membuka program naturalisasi khusus untuk pemain keturunan yang telah berusia di atas tahun mereka bisa kita naturalisasi lalu kita jodohkan dengan perempuan indonesia nah anaknya itu yang kita harapkan jadi,neutral,63.66%
sepak terjang susi pudjiastuti beri komentar pedas soal usul ahmad dhani terkait naturalisasi,neutral,99.63%
salah satu penderitaan pemain naturalisasi yaa harus klarifikasi kan sdm rendah dikit main serang,negative,99.73%
eliano juga jgn terlalu di spesialin juga lah dia bisa bgtu karena bapaknya di belanda itu sama seperti lavar ball babenye lonzo sm lamello ball klo tijjani yang kita naturalisasi itu baru harus kita spesialin terus seriously,positive,93.15%
dah tau kmrin yang jadi gub si wabah yang tidak mau sejalan sma pusat di pusat pengen sungai dinormalisasi kan eh si wabah pengen nya di naturalisasi kan dan di biar kan kumuh ya tidak nyambungair hujan hrus nya di msuk in ke tanah saat banjir si wabah ngeles nya air hujan lagi palkir,negative,99.26%
ada juga yang lumayan banget dibawah mrk seperti reva adi djaja ahmad nufiandini altariq elfa ohh iya yang bagus juga si brian fatary itu kalau tidak salah dia sudah label timnas kan ya sudah lama tidak dipanggil saja atau kalau mau naturalisasi taisei marukawa ini pemain dewa plg gokil,positive,98.84%
menurut m tahir dalam podcast bersama alakmal marhali di timnas saat ini terlalu banyak pemain pemain naturalisasi padahal kemampuan dengan pemain pemain binaan kompetisi lokal banyak pemain pemain lokal yang bagus bagus dan layak masuk timnas itulah,positive,63.80%
naturalisasi dari singapur ato malaysia yang terkenal jujur baru saya dukung pak,positive,76.65%
wkwkw nathan ake suka es blewah bs ini di naturalisasi kata ahmad dhani kan mukanya tidak bule banget justru agak ke paklek able,positive,87.04%
justru ini bagus daripada ide ide seksis untuk naturalisasi yang memang kocak itu,negative,94.84%
mengatakan naturalisasi bule umur thn dan dinikahkan dengan perempuan indonesia itu bukan sedang satir terhadap pemimpin mpu,negative,95.56%
pemilu seharga trilyun dptnya yang sampah gini ya kali pemain naturalisasi kamu samain dg tanaman yang bs di stek trs muncul tanaman yang sama dg empunya anak lu saja cuma modal numpang nama ortu doang apa prestasi buat negri ini juga gaje nih kader songong bats,negative,99.79%
profil pemain naturalisasi baru timnas sepak bola laman,neutral,99.60%
reaksi media vietnam soal naturalisasi usulan ahmad dhani ngawur sekali,negative,70.10%
anggota dpr ri ahmad dhani yang mengusulkan agar pemerintah menganggarkan program naturalisasi pemain sepak bola senior dari negara lain untuk dijodohkan dengan perempuan indonesia dan menghasilkan anak yang diharapkan dapat menjadi pemain bola andal,neutral,94.20%
komnas perempuan minta mkd tindaki ahmad dhani soal pemain naturalisasi nikahi wanita indonesia,neutral,99.74%
bagaimana pak erick tohir agar bumn bisa bersih dan profesional naturalisasi,neutral,88.41%
ahmad dhani usul pemain naturalisasi timnas dijodohkan dengan wanita indonesia susi mencerminkan isi kepalanya sumber,neutral,99.41%
nothing harus naturalisasi aparatkah,negative,98.89%
usulkan naturalisasi pemain dengan menikahi perempuan indonesia moral ahmad dhani dipertanyakan,neutral,98.62%
tak dapat dukungan dari pemerintah fam hentikan program naturalisasi pemain timnas malaysia,neutral,90.57%
pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,98.72%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.22%
anggota dpr ri ini akui tertawakan usulan ahmad dhani soal naturalisasi pemain timnas indonesia,neutral,99.63%
dewi asmara dukung pssi naturalisasi emil audero joey pelupessy dan dean james untuk timnas indonesia,neutral,99.61%
bung hadi ahay adalah nama panggilan dari hadi gunawan seorang pengamat dan produser olahraga di indonesia ia dikenal karena teriakan khasnya ahay saat memandu pertandingan sepak bola menariknya bung hadi menyampaikan perihal begitu maraknya program naturalisasi yang sedang,neutral,71.23%
top sports malaysia setop naturalisasi megawati disorot bos kovo,neutral,99.77%
sinyal naturalisasi grade a timnas indonesia eliano reijnders ikut terlibat sandy walsh terancam,neutral,99.11%
ini keren negara sehat tidak butuh gimmick dan yang serba instan buat nutupin kebobrokan tak dapat restu pemerintah fam setop program naturalisasi pemain sumber cnn indonesia,positive,56.87%
kayaknya kalau sekarang ada pemain lawan buat pemain naturalisasi timnas cidera bakal di begini terus deh,negative,73.00%
kali ini akmad deny udah asbun keras lagi saya setuju naturalisasi sebagai trigger sambil terus membangun generasi sepak bola indonesia,positive,95.85%
timnas malaysia stop program naturalisasi karena tak dapat restu pemerintah,neutral,93.31%
usulkan naturalisasi pemain dengan menikahi perempuan indonesia moral ahmad dhani dipertanyakan,neutral,98.62%
yaman hrs di naturalisasi,neutral,87.23%
respons singkat ahmad dhani usai pernyataannya soal naturalisasi viral dianggap rasis dan seksis lewat,neutral,91.46%
mungkin naturalisasi brgson akan ditunda juga,neutral,77.55%
belakangan ini rame kabar kalau proses naturalisasi emil audero udah masuk tahap akhir kiper palermo ini diharapkan bisa jadi pesaing maarten paes di timnas tapi kalau lihat datanya siapa yang lebih layak jadi pilihan utama yuk kita bahas,neutral,67.07%
kabarnya sih tidak jadi kementrian dalam negrinya menolak dan menunda memberikan kewarganegaraan kepada pemain yang akan di naturalisasi sampai waktu yang tidak ditentukan,negative,94.53%
tuh kannn aneh banget memang butuh naturalisasi netijen,negative,99.74%
ake suka sama es blewah mungkin dulu nenek moyang aku suka buat es blewah gas naturalisasi pak et,positive,99.55%
fans timnas naturalisasi emang kampung,positive,93.16%
ahmad dhani minta pssi kurangi naturalisasi bule pirang mata biru kurang enak dilihat,negative,71.07%
eh one thing tbtb across my mind saat si amaddani blg nanti anak dari naturalisasi itu kita latih kita bina terus dlm pikiran saya cmn ya anak anak di indo kalau dikasi kesempatan dan dilatih dengan bener juga banyak jir yang potensial dia tidak mikir kesana kah,positive,77.20%
akhirnya pemain naturalisasi yang mendapat keuntungan diliga bergengsi di luar pemain lokal tetap saja jadi ayam kampung,negative,96.53%
dahhh emang naturalisasi juga dah penonton indo yang pada goblok jugaa pemain dah mendunia ehh penontonnya otaknya cetek,negative,99.76%
jadi gimana para pemain muda atau pemain naturalisasi masih mau jadi pemain timnas atau klub disini percuma kan kalau fansnya masih banyak banget yang begini wkwkwk,negative,99.44%
wowake suka blewah coba opsi naturalisasi nya ake,positive,99.04%
ya kan emang gitu lolosngga makanya tambah pemain naturalisasi bentuk usaha juga itu nambah pemain baru supaya peluang makin bagus kita bukan sekelas argentina yang langganan pildun,negative,96.24%
mau di blending yaaaa atau di naturalisasi,neutral,68.36%
makanya yang di hina kn bukan pemain yang di naturalisasi,negative,99.43%
tok komisi xiii dpr ri resmi setujui naturalisasi,neutral,99.72%
cuman mau lihat nama baru di luar naturalisasi baru mungkin cuman nama baru,negative,95.66%
kakek sugiono noh lu naturalisasi gblkk,negative,89.82%
sebenarnya yang komen rasis itu bisa diitung jari yang ngebesarin itu media digoreng sampai yang lain ikutan nimbrung ke akun itu pemain kalo tidak digubris kayaknya itu pemain tidak notice juga deh gara media juga diks akhirnya tau itu komenan naturalisasi media juga tidak sih,negative,99.04%
setuju program naturalisasi ahmad dhani beri saran ini ke pssi,neutral,99.61%
timnas tambah pemain naturalisasi rully nere semoga memotivasi pemain lokal tingkatkan standar,neutral,95.08%
saran saya sih naturalisasi suporter,neutral,55.25%
tau lah dan ane juga mau di jodohin sama cewe bule nanti keturunannya di naturalisasi,negative,60.92%
dibanding naturalisasi pemain lebih baik pssi naturalisasi suporter,neutral,90.65%
saatnya naturalisasi supporter waras,neutral,71.81%
sty kena tekanan pemain naturalisasi bermain tak sungguh sungguh karena dapat kesempatan bagus di luar,negative,93.88%
pemain naturalisasi permainan negara besar,neutral,60.66%
jangan kebanyakan naturalisasi untuk bola mainya tak sungguh,negative,95.85%
salah satu yang harus jadi urgensi pemerintah dan cepat ditangani ni harusnya yang kaya gini bukan malah ngebahas pemain naturalisasi timnas harus nikah ama cewe indo,negative,78.98%
apapun masalahnya naturalisasi jawabanny bener bener deh,positive,99.47%
gw ko kepikiran ya mereka orang bdo yang komen ini ada yang gerakin semisal orang yang tidak suka sama naturalisasi pemain jadi buat para halfblood mikir kalo join wni timnas pun ngstuck dengan kualitas lokal pride,negative,83.94%
wkwkwk siapa tau kan mau naturalisasi,negative,95.37%
gitulah vin kalo bisa naturalisasi rakyat biar pada pinter dikit,negative,98.03%
buat beli pemain naturalisasi atau kampanye mas mas itu ya,neutral,98.32%
naturalisasi tiga pemain keturunan disetujui dpr erick thohir apresiasi dukungan untuk timnas indonesia via,neutral,99.56%
idenya kaya usul ahmad dhani naturalisasi,neutral,85.22%
takut kesaing wkwk ternyata title pernah juara aff tidak selamanya buat mereka tenang giliran ada yang mau ke arah berkembang kelojotan menghina iri dengki padahal mereka naturalisasi pure asing nah giliran yang didatengin halfblood kepanasan bawa pembinaan shame,negative,99.30%
mereka itu mindset soal naturalisasi masih kek kita jaman isl kebanyakan abis dinaturalisasi disuruh main di klub jagoannya,negative,98.04%
terus buat apa negara yang grassroots dibantai komentarin negara yang bantai grassroots mereka lu kan tau sendiri grassroot mereka dibawah indonesia tapi kenapa hipokrit kita tidak berisik soal mereka naturalisasi asing pembinaan mereka tapi kenapa mereka berisik yang dateng jelas keturunan,negative,99.35%
demi timnas lebih kuat hetifah dukung naturalisasi emil audero dan joey pelupessy,neutral,98.63%
karmila sari harap naturalisasi tak kesampingkan keberadaan pemain lokal,neutral,99.63%
naturalisasi maksudnya membebaskan bantaran sungai dari beton dijadikan taman saat musim kemarau tapi bisa menerima limpahan air saat banjir cari saja ruang limpah sungai,neutral,74.47%
netizen fomo indo perlu di naturalisasi juga sudah sampe ke taraf tolol sih,negative,99.79%
lowongan kerja indonesia di cari tenaga professional bidang penegakan hukum gt hakim yg jujur gt prosecutor jaksa gt polisi gt auditor gt anggota kpk bagi pelamar warga negara asing dpt mengajukan naturalisasi lamaran dpt di kirimkan ke no wa,neutral,99.24%
gas naturalisasi mana tau neneknya berdarah bojong kenyot,negative,97.88%
salahkan juga admin bola baik ig maupun medsos lainnya jangan terlalu fokus pertandingan pemain naturalisasi,negative,99.25%
anying punya wakabem di belanda cikkkk wakabem naturalisasi,negative,49.88%
pemain naturalisasi semenjak join timnas jadi lebih sering klarifikasi dulu hubner hilgers skrg diks emang netizen indonesia tolol banget heran saya pantes lah dikasih negara dan pemimpin macem yang skrg ini,negative,99.64%
aslii maluin banget keknya bener harus naturalisasi supporter dah,negative,99.64%
bukan naturalisasi mas nama programnya garuda select,neutral,80.83%
sudah waktunya naturalisasi supporter timnas,neutral,99.47%
tidak mandang apk njir pemikiran yang aneh orang indonesia kan emang rasis antar suku rasis antara si maghrib dan si cerah apalagi antara pemain naturalisasi wajah eropa dengan pemain lokal wajah asia,negative,99.48%
banyak yang naturalisasi ya,negative,85.57%
mungkin melalui program naturalisasi mas,neutral,92.13%
lu pikir yang buat malu itu bocil itu fans fomo jalur timnas naturalisasi tipikal orang indonesia yang mengagungkan bule makanya tiba banget ngefans timnas senior makanya suka komen tidak jelas dan tidak paham konteks,negative,99.42%
pernyataan itu dilontarkan founder dewa tersebut dalam rapat kerja komisi x dpr ri bersama kemenpora dan pssi pada maret lalu awalnya dia sepakat bahwa naturalisasi perlu terus dilanjutkan ahmad dhani berharap pemikiran out of the box nya tersebut bisa dipertimbangkan,neutral,89.83%
saatnya naturalisasi netizen,neutral,95.03%
naturalisasi sdm indo please tidak pemerintah tidak sdm nya sama minus kita harus belajar rasa respect privasi orang lain find out how the real happened think before act tambah literasi baca nya jangan asal percaya media dan hal hal lain yang seharusnya tidak over react,negative,73.54%
yakannn stop dulu deh naturalisasi pemainnya skrng giliran naturalisasi supporter,negative,97.98%
jalan naturalisasi emil audero awalnya menolak kini mau,neutral,99.62%
ada yang lebih urgent naturalisasi wapres,neutral,83.50%
malu banget bgst naturalisasi supporter bisa tidak sih,negative,99.80%
lagi mikir bukan hanya timnas saja yang perlu di naturalisasi pegawae pertaminapun perlu naturalisasi,negative,93.16%
perlu naturalisasi netizen juga kayaknya,negative,47.63%
pak dan tolong naturalisasi supporter juga,neutral,97.33%
komnas perempuan ikut berkomentar soal usulan ahmad dhani mengenai naturalisasi pesepakbola saat rapat komisi x,neutral,99.80%
fans timnas naturalisasi emang noraknya tidak ketulungan org indo yang rasis pasti yang keluar dari lingkungan saja nyasar,negative,97.44%
stop saja naturalisasi drpd buat malu kaya gini,negative,99.70%
nyesel tidak bang naturalisasi,negative,99.71%
emang fans karbitan sepak bola dan netizen indo ini harus semua di naturalisasi kayaknya biar otaknya pada bener semua,negative,98.21%
kau sibuk nak tahu sangat kenpako bukan nk tahu siapa yang kene call uptpi ko just nk thu sape pemain warisannaturalisasi je kan,negative,89.16%
kabar baik dpr setujui naturalisasi pemain keturunan untuk timnas indonesia,neutral,99.46%
kita perlu naturalisasi netizen jga sebenernya kak kev,neutral,57.64%
dalam pikiran kevin diks ngapain gw dulu mau di naturalisasi jadi warga negara indo,negative,93.03%
bisa naturalisasi netijen tidak ya,neutral,95.85%
naturalisasi skrg bukan cuman d lapang hijau ya,neutral,69.16%
ini syarat naturalisasi pemain itu harus siap klarif ya,neutral,70.57%
naturalisasi keturunan tak perlu generasi ke depan dah dapat stamina bergizi,positive,97.91%
ketua umum pssi mengapresiasi dukungan dan persetujuan di rapat paripurna ke masa persidangan ii tahun sidang yang memberikan pertimbangan kewarganegaraan indonesia atau naturalisasi kepada tiga pemain dean ruben james joey mathijs pelupessy,neutral,97.76%
viral usulan ahmad dhani soal pemain naturalisasi termasuk poligami istri,neutral,99.41%
setuju program naturalisasi ahmad dhani beri saran ini ke pssi pernyataan pernyataan inilah yang membuat personel band dewa tersebut menjadi salah satu perbincangan hangat di kalangan pecinta sepakbola tanah air,neutral,82.01%
pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,98.72%
hadirkan pesepakbola berkelas dunia naturalisasi jangan sekadar berdasarkan keturunan kh mahfudz abdurrahman ssos wakil ketua komisi x dpr ri,neutral,99.68%
salah satu alasan stop program naturalisasi,neutral,95.03%
kinerja prabowo subianto dan dpr ri cuma bagus urusan program naturalisasi program pemberantasan kkn jeblok membangkang amanah konstitusi dan hukum ri berantas kkn timnas indonesia bem si bem ui koran tempo,negative,72.24%
ijazah asli rock yang disebut ijazah naturalisasi,neutral,95.30%
banyak yang takut kalau pemain naturalisasi bakal menggeser pemain lokal tetapi faktanya justru buat persaingan makin seru amp kualitas pemain lokal naik level dengan kehadiran emil audero dean james dan joey pelupessy timnas indonesia bakal makin kuat dan pemain lokal punya,positive,99.19%
kritik pernyataan dhani soal naturalisasi akademisi ugm misoginis dan rasisme,neutral,96.32%
timnas tambah pemain naturalisasi rully nere semoga memotivasi pemain lokal tingkatkan standar banyaknya pemain naturalisasi membuat beberapa pemain lokal yang berlaga di bri liga kehilangan tempat di skuad garuda,neutral,67.22%
bner aplgi saat dibantai netizen kita tidak trima smpai ngatain tim pinoy naturalisasi mkanya klau kita nambah pemain lgi netizen pinoy di fb langsung komen naturalisisig pas kalah dari malaysia juga ntizen kita ngatain mrka full naturalisasi jadi biasa saja troll di sepakbola,negative,99.42%
rapat paripurna dewan perwakilan rakyat atau dpr menyetujui permohonan pemberian kewarganegaraan atau naturalisasi terhadap tiga pemain sepakbola pada kamis maret,neutral,99.75%
sejauh ini kayaknya perdebatan naturalisasi vs normalisasi perihal memilih air mau diinfiltrasi atau run off ya sejauh ini belum lia hitungan dari keduanya,neutral,87.32%
gercep presiden prabowo tandatangani keppres naturalisasi emil audero dean james dan joey pelupessy hari ini,neutral,99.78%
kapan ada naturalisasi presiden,negative,60.48%
solusiny naturalisasi dilanjut dan perlu bantuan pusat apbd t,neutral,98.91%
amp td juga sudah ada komen yang saya yakin pasti ada tebak suku amp tebak voters pilpres diki bawa suku dikit bawa pilihan ntar diblg golput marah lagi ini si indonesia bukan cm butuh naturalisasi pemaen bola ky kevin diks saja rakyat sekalian pejabatnya juga butuh dinaturalisasi,negative,99.35%
liked on youtube voi hari ini ahmad dhani dianggap warganet rasis dan melecehkan wanita terkait usul naturalisasi,neutral,58.57%
paham kan smua knpa kita sllu butuh pemain naturalisasi bnyak krna saat ada pemain yang cedera kita tidak khawatir banget krna msih ada yang lain,positive,97.90%
loker menteri naturalisasi mbok di buka pa kakean rangkap jabatan yang njalanin yakin bisa nyatanya,negative,94.14%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.22%
tapi yang dipikiran pejabrut normalisasi sungai adalah cum bangun tanggul makanya anis pake istilah naturalisasi untuk mengembalikan fungsi floodplain eh dicemooh para fans ipk,negative,98.96%
indon ini termasuk negara toxic ye ada pemain naturalisasi dipuja saat cedera dihujat di medsos tolol anj negara toxic ini,negative,99.56%
dani juga hasil naturalisasi jerman belanda wkwk lupa sama diri sendiri yang juga blasteran kocak,negative,97.97%
ye dongo gara air di jakarta itu enggk meresap ke tanah buat penurunan tanah terjadi tiap tahun kocak mau naturalisasi malah dihalangi terus ama psi dan kroconya jadinya ya tidak bisa maksimal lah,negative,99.23%
usulan nyeleneh ahmad dhani soal pemain naturalisasi dianggap rendahkan wanita,neutral,85.49%
fakta menarik perjalanan pemain naturalisasi joey pelupessy menuju timnas darah indonesia mengalir dalam tubuh saya,neutral,80.76%
naturalisasi suporter juga perlu kayaknya,neutral,61.34%
pemain naturalisasi disumpah maret di roma dean james joey pelupessy dan emil audero mulyadi makin dekat gabung timnas indonesia,neutral,99.27%
wow baru nyadar selang sehari stlh pernyataan ahmad dhani soal pemain naturalisasi yang sarat akan kesan rasis misogini dan bodoh itu hari ini adalah international womens day,negative,92.29%
cerita joey pelupessy soal rumitnya proses yang harus ia lalui untuk menjadi warga negara indonesia wni,neutral,92.61%
ya proyek normalisasi naturalisasi kali anies saja dibilang gagal kok wkwkwkwk kalo sudah benci mah susah padahal suka program anies tidak harus benci program ahok cuma program heru budi saja yang musti dikeprukin,negative,99.34%
komnas perempuan kecam keras pernyataan seksis ahmad dhani soal naturalisasi,neutral,99.13%
musisi sekaligus anggota komisi x dpr ri ahmad dhani mengajukan gagasan unik terkait naturalisasi pemain sepak bola di indonesia berita terupdate selengkapnya hanya di website,neutral,99.48%
nomer mending di naturalisasi ke malaysia ajadah,negative,98.29%
tertarik jadi istri pemain naturalisasi,neutral,92.86%
harusnya dia melempar ide hasilnya bagus atau jelek netizen yang menilai kalau hasilnya lebij byk negatif jgn dipakai naturalisasi tidak bagus buat negara kita kaya pemain lokal buat apa naturalisasi sewa kan bisa sewa saja,negative,99.58%
me naturalisasi diri ke belanda,neutral,68.82%
goblok naturalisasi pemain bola buat timnas umur pemain bola timnas diatas saja uda itungan senior menuju pensiun,negative,99.76%
apakah naturalisasi pemain timnas indonesia mulai kebablasan,negative,71.40%
harusnya naturalisasi anggota dewan semuanya ganti orang asing yang punya dedikasi untuk rakyat indonesia,negative,93.02%
repost dari halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.27%
menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.65%
coba tolong jangan cuma naturalisasi pemain saja yang diurusin yang kek gini kalian juga kan malu yak harusnya kalo sampe bermasalah,negative,99.79%
menteri hukum supratman andi agtas siap sumpah tiga pemain naturalisasi di roma,neutral,99.69%
dari pernyataan dia mendukung naturalisasi gede gedean saja saya udah ogah ogahan,negative,99.60%
naturalisasi di dunia bisnis dan bursa saham,neutral,99.49%
kan bisa naturalisasi sekarang ini jadi aman wkwkwkwk,positive,95.92%
